# t mean (error)  roughn.  (error)  size
   556 1092.014000 1.381108 2.090044 0.083782 10
   557 1093.936000 1.382265 2.079392 0.088815 10
   558 1095.792000 1.389185 2.253608 0.084474 10
   559 1097.900000 1.393594 2.211762 0.084680 10
   560 1099.907000 1.395459 2.296650 0.093986 10
   561 1101.923000 1.405795 2.309746 0.083990 10
   562 1103.879000 1.414355 2.207092 0.089072 10
   563 1105.821000 1.409273 2.160626 0.089758 10
   564 1107.708000 1.416447 2.307310 0.087220 10
   565 1109.784000 1.422370 2.372095 0.086455 10
   566 1111.803000 1.431776 2.274754 0.097514 10
   567 1113.781000 1.431258 2.294047 0.093800 10
   568 1115.796000 1.422916 2.307119 0.091850 10
   569 1117.861000 1.423285 2.274294 0.098221 10
   570 1119.890000 1.433899 2.288707 0.098433 10
   571 1121.930000 1.443141 2.091807 0.079044 10
   572 1123.830000 1.449221 2.161599 0.085558 10
   573 1125.778000 1.445848 2.151928 0.086153 10
   574 1127.749000 1.448310 2.078267 0.076416 10
   575 1129.677000 1.452418 2.011567 0.078244 10
   576 1131.601000 1.462009 1.995737 0.068412 10
   577 1133.499000 1.457281 1.992045 0.081690 10
   578 1135.368000 1.461317 2.008078 0.074591 10
   579 1137.168000 1.464725 2.146871 0.089009 10
   580 1139.099000 1.469278 2.179206 0.085715 10
   581 1141.020000 1.461438 2.228810 0.087375 10
   582 1143.025000 1.466379 2.239389 0.090064 10
   583 1145.068000 1.472544 2.189114 0.089159 10
   584 1147.008000 1.472948 2.213521 0.090795 10
   585 1148.878000 1.475770 2.319868 0.095843 10
   586 1150.999000 1.481393 2.252040 0.096996 10
   587 1152.876000 1.470477 2.246613 0.097924 10
   588 1154.949000 1.470815 2.233829 0.089674 10
   589 1156.898000 1.470180 2.205595 0.082471 10
   590 1158.899000 1.471575 2.078852 0.064626 10
   591 1160.814000 1.460452 2.159604 0.066857 10
   592 1162.718000 1.464830 2.178115 0.076106 10
   593 1164.726000 1.452675 2.096980 0.083077 10
   594 1166.668000 1.454971 2.056202 0.089026 10
   595 1168.647000 1.450946 1.951735 0.081515 10
   596 1170.538000 1.455077 2.016099 0.080675 10
   597 1172.437000 1.458303 1.999254 0.082074 10
   598 1174.440000 1.452242 1.801486 0.082477 10
   599 1176.266000 1.461683 1.958099 0.074661 10
   600 1178.200000 1.464316 2.037251 0.070768 10
   601 1180.103000 1.467344 2.114988 0.076839 10
   602 1182.014000 1.469701 2.145711 0.083939 10
   603 1184.029000 1.475866 2.037131 0.074968 10
   604 1185.906000 1.474224 2.067522 0.081672 10
   605 1187.977000 1.471827 2.020920 0.076487 10
   606 1189.820000 1.474999 2.058335 0.068774 10
   607 1191.759000 1.473851 2.014284 0.077078 10
   608 1193.603000 1.473109 2.144535 0.079739 10
   609 1195.590000 1.460442 2.072680 0.079111 10
   610 1197.510000 1.463597 2.004420 0.081940 10
   611 1199.439000 1.461518 2.116223 0.092687 10
   612 1201.312000 1.475991 2.235242 0.099091 10
   613 1203.341000 1.470988 2.085274 0.092416 10
   614 1205.281000 1.470443 2.190433 0.093306 10
   615 1207.234000 1.473412 2.358110 0.091955 10
   616 1209.252000 1.476563 2.293534 0.098098 10
   617 1211.296000 1.481739 2.279861 0.090968 10
   618 1213.315000 1.491458 2.162959 0.093588 10
   619 1215.277000 1.485727 2.268150 0.093776 10
   620 1217.234000 1.482225 2.238151 0.088059 10
   621 1219.265000 1.491608 2.074029 0.079041 10
   622 1221.118000 1.495698 2.078782 0.075121 10
   623 1223.021000 1.502619 2.195572 0.079351 10
   624 1225.038000 1.500464 2.174148 0.080383 10
   625 1227.024000 1.504220 2.102687 0.091060 10
   626 1228.995000 1.513952 2.147719 0.089972 10
   627 1231.022000 1.526819 2.145062 0.079003 10
   628 1232.984000 1.514807 2.189117 0.093860 10
   629 1234.952000 1.513360 2.249099 0.097211 10
   630 1236.945000 1.509513 2.290702 0.092463 10
   631 1238.945000 1.518905 2.283647 0.099120 10
   632 1241.030000 1.515353 2.239014 0.096128 10
   633 1242.945000 1.521025 2.278059 0.093870 10
   634 1244.945000 1.511036 2.174059 0.095757 10
   635 1246.879000 1.513978 2.210415 0.091429 10
   636 1248.880000 1.518318 2.158761 0.099785 10
   637 1250.881000 1.518259 2.128566 0.093209 10
   638 1252.858000 1.523963 2.149396 0.085286 10
   639 1254.863000 1.536596 2.087419 0.082093 10
   640 1256.742000 1.543671 2.135621 0.073959 10
   641 1258.745000 1.550059 2.037963 0.078187 10
   642 1260.686000 1.551095 2.090911 0.074121 10
   643 1262.591000 1.550575 2.079387 0.081019 10
   644 1264.612000 1.557108 2.105091 0.084459 10
   645 1266.614000 1.549540 2.060511 0.089505 10
   646 1268.557000 1.547808 2.127576 0.086393 10
   647 1270.535000 1.556739 2.248013 0.078826 10
   648 1272.550000 1.553468 2.091235 0.082458 10
   649 1274.441000 1.560739 2.190476 0.083830 10
   650 1276.485000 1.570339 2.183092 0.077421 10
   651 1278.435000 1.564354 2.196543 0.084429 10
   652 1280.482000 1.568010 2.133625 0.080053 10
   653 1282.370000 1.577110 2.234150 0.079479 10
   654 1284.329000 1.575566 2.251513 0.092178 10
   655 1286.385000 1.578771 2.206121 0.092142 10
   656 1288.365000 1.585895 2.228183 0.080006 10
   657 1290.313000 1.590201 2.269778 0.087259 10
   658 1292.291000 1.593598 2.255129 0.104393 10
   659 1294.346000 1.604955 2.160017 0.094095 10
   660 1296.387000 1.603522 2.167396 0.096854 10
   661 1298.389000 1.611163 2.105476 0.085273 10
   662 1300.365000 1.612188 2.105146 0.090691 10
   663 1302.300000 1.607930 2.223538 0.098138 10
   664 1304.255000 1.614840 2.238963 0.092766 10
   665 1306.202000 1.626064 2.301213 0.098032 10
   666 1308.222000 1.635789 2.222529 0.097864 10
   667 1310.214000 1.633202 2.224241 0.100672 10
   668 1312.193000 1.643132 2.260988 0.108685 10
   669 1314.200000 1.653507 2.276171 0.096852 10
   670 1316.152000 1.638259 2.285541 0.105969 10
   671 1318.178000 1.645799 2.191245 0.104922 10
   672 1320.162000 1.650505 2.145057 0.097345 10
   673 1322.086000 1.648057 2.123287 0.094669 10
   674 1324.102000 1.643283 2.094787 0.089209 10
   675 1326.068000 1.651737 2.010394 0.082039 10
   676 1327.924000 1.659800 2.136665 0.091456 10
   677 1329.904000 1.666486 2.223686 0.086434 10
   678 1331.950000 1.676715 2.146689 0.081348 10
   679 1333.865000 1.671523 2.214464 0.078884 10
   680 1335.944000 1.675264 2.107014 0.082321 10
   681 1337.870000 1.680550 2.152162 0.086035 10
   682 1339.798000 1.683024 2.118722 0.086679 10
   683 1341.672000 1.689466 2.214179 0.093453 10
   684 1343.657000 1.687510 2.175358 0.105204 10
   685 1345.645000 1.696767 2.119347 0.085544 10
   686 1347.585000 1.702737 2.106524 0.088046 10
   687 1349.640000 1.705680 2.052218 0.075732 10
   688 1351.517000 1.703018 2.106334 0.078910 10
   689 1353.482000 1.703852 2.108322 0.087995 10
   690 1355.430000 1.708923 2.112228 0.081903 10
   691 1357.312000 1.711300 2.135709 0.089281 10
   692 1359.286000 1.719192 2.125592 0.081244 10
   693 1361.205000 1.718531 2.188956 0.091771 10
   694 1363.145000 1.716909 2.260465 0.107139 10
   695 1365.101000 1.712227 2.264414 0.110587 10
   696 1367.061000 1.709169 2.336765 0.108629 10
   697 1369.094000 1.709339 2.260264 0.091905 10
   698 1371.100000 1.716098 2.168795 0.085760 10
   699 1373.091000 1.708603 2.216386 0.083686 10
   700 1375.010000 1.699672 2.259255 0.094065 10
   701 1376.986000 1.699028 2.299980 0.106605 10
   702 1378.977000 1.703080 2.238114 0.092318 10
   703 1380.928000 1.699693 2.280012 0.091869 10
   704 1382.911000 1.702609 2.215560 0.092856 10
   705 1384.944000 1.701682 2.148353 0.079199 10
   706 1386.981000 1.708953 2.101071 0.084003 10
   707 1388.897000 1.716404 2.033667 0.079411 10
   708 1390.797000 1.719007 2.186084 0.087924 10
   709 1392.780000 1.720491 2.271335 0.082489 10
   710 1394.760000 1.716229 2.234034 0.082688 10
   711 1396.718000 1.718078 2.148149 0.092478 10
   712 1398.693000 1.731644 2.139630 0.087864 10
   713 1400.651000 1.729245 2.092670 0.085719 10
   714 1402.605000 1.743449 2.197713 0.096774 10
   715 1404.610000 1.743250 2.057040 0.100171 10
   716 1406.522000 1.740800 2.075413 0.099700 10
   717 1408.481000 1.733925 2.010884 0.078692 10
   718 1410.431000 1.737642 2.091436 0.083400 10
   719 1412.381000 1.741685 2.108975 0.088130 10
   720 1414.349000 1.755279 2.136075 0.079066 10
   721 1416.311000 1.766459 2.181777 0.081324 10
   722 1418.282000 1.764590 2.188429 0.089735 10
   723 1420.205000 1.773115 2.308231 0.087465 10
   724 1422.192000 1.768754 2.308052 0.084656 10
   725 1424.136000 1.763286 2.260583 0.083652 10
   726 1426.147000 1.755353 2.185613 0.084039 10
   727 1428.109000 1.758997 2.222083 0.081801 10
   728 1430.205000 1.750525 2.133654 0.081589 10
   729 1432.134000 1.743219 2.221588 0.080287 10
   730 1434.094000 1.745852 2.208398 0.079657 10
   731 1436.130000 1.746744 2.143340 0.080321 10
   732 1438.070000 1.743654 2.139817 0.077693 10
   733 1440.019000 1.733808 2.183336 0.076194 10
   734 1441.990000 1.740996 2.209277 0.084177 10
   735 1443.929000 1.742354 2.307821 0.088641 10
   736 1445.990000 1.759237 2.289777 0.088199 10
   737 1448.046000 1.755727 2.301320 0.088804 10
   738 1450.162000 1.762045 2.254022 0.097431 10
   739 1452.112000 1.771537 2.296796 0.101620 10
   740 1454.111000 1.778782 2.198952 0.102045 10
   741 1456.048000 1.790775 2.181664 0.090540 10
   742 1458.054000 1.788129 2.180511 0.088156 10
   743 1460.024000 1.792922 2.321252 0.095610 10
   744 1462.049000 1.799697 2.286865 0.105732 10
   745 1464.043000 1.813368 2.259365 0.090586 10
   746 1466.097000 1.806701 2.135944 0.084724 10
   747 1468.065000 1.803214 2.187628 0.086257 10
   748 1470.005000 1.808139 2.201287 0.084329 10
   749 1471.936000 1.816521 2.116262 0.087631 10
   750 1473.897000 1.820577 2.206899 0.086835 10
   751 1475.780000 1.828223 2.375037 0.096148 10
   752 1477.845000 1.824584 2.263029 0.086351 10
   753 1479.867000 1.821393 2.198986 0.088201 10
   754 1481.756000 1.822494 2.247044 0.097659 10
   755 1483.789000 1.823363 2.242439 0.099054 10
   756 1485.740000 1.824304 2.203078 0.091797 10
   757 1487.734000 1.834990 2.037776 0.086985 10
   758 1489.680000 1.841872 2.129578 0.073560 10
   759 1491.622000 1.842660 2.073268 0.082042 10
   760 1493.520000 1.853998 1.965751 0.081651 10
   761 1495.364000 1.853483 2.115677 0.084621 10
   762 1497.440000 1.857406 2.052532 0.081396 10
   763 1499.354000 1.854431 2.065510 0.080017 10
   764 1501.264000 1.860356 2.215016 0.078012 10
   765 1503.222000 1.871481 2.228038 0.095391 10
   766 1505.207000 1.859782 2.281943 0.096013 10
   767 1507.201000 1.861318 2.227610 0.091478 10
   768 1509.219000 1.854925 2.152558 0.105772 10
   769 1511.110000 1.861670 2.229573 0.096881 10
   770 1513.063000 1.855805 2.195026 0.095651 10
   771 1514.935000 1.857087 2.212710 0.083751 10
   772 1516.919000 1.847983 2.230808 0.088352 10
   773 1518.963000 1.857676 2.076018 0.075669 10
   774 1520.975000 1.861496 2.164591 0.081491 10
   775 1523.015000 1.864425 2.106275 0.081048 10
   776 1524.892000 1.874315 2.107357 0.083294 10
   777 1526.842000 1.877534 2.180169 0.082601 10
   778 1528.748000 1.880696 2.239937 0.091689 10
   779 1530.843000 1.885730 2.221297 0.096313 10
   780 1532.857000 1.884222 2.094837 0.095725 10
   781 1534.779000 1.871969 2.075330 0.094104 10
   782 1536.606000 1.882776 2.157788 0.101760 10
   783 1538.602000 1.885020 2.133651 0.087993 10
   784 1540.636000 1.885519 2.160825 0.082709 10
   785 1542.687000 1.892858 2.016965 0.077248 10
   786 1544.649000 1.884169 1.986642 0.068752 10
   787 1546.528000 1.888001 2.135685 0.080770 10
   788 1548.413000 1.891221 2.235912 0.090910 10
   789 1550.353000 1.884856 2.218153 0.098396 10
   790 1552.289000 1.899617 2.127220 0.101724 10
   791 1554.200000 1.886699 2.128015 0.107954 10
   792 1556.129000 1.887285 2.191186 0.096630 10
   793 1558.054000 1.889375 2.195345 0.081752 10
   794 1559.989000 1.896194 2.226301 0.088231 10
   795 1561.935000 1.893106 2.183887 0.083493 10
   796 1563.936000 1.889617 2.145282 0.080464 10
   797 1565.837000 1.900033 2.257248 0.087325 10
   798 1567.860000 1.907493 2.183675 0.084049 10
   799 1569.822000 1.913651 2.245781 0.088356 10
   800 1571.831000 1.916534 2.165419 0.085177 10
   801 1573.800000 1.914208 2.191045 0.079907 10
   802 1575.799000 1.902742 2.169988 0.079738 10
   803 1577.804000 1.904009 2.173474 0.085506 10
   804 1579.724000 1.905462 2.180223 0.090276 10
   805 1581.716000 1.904979 2.209648 0.091743 10
   806 1583.754000 1.908836 2.098617 0.085245 10
   807 1585.659000 1.919355 2.125752 0.098241 10
   808 1587.600000 1.929009 2.092748 0.105409 10
   809 1589.459000 1.927180 2.085408 0.098225 10
   810 1591.365000 1.933076 2.228813 0.100729 10
   811 1593.315000 1.935093 2.200520 0.110527 10
   812 1595.290000 1.931367 2.277708 0.115926 10
   813 1597.321000 1.935248 2.234181 0.121312 10
   814 1599.307000 1.942073 2.114619 0.087622 10
   815 1601.196000 1.943277 2.158884 0.092465 10
   816 1603.230000 1.949638 2.037358 0.083156 10
   817 1605.175000 1.955496 2.089489 0.078992 10
   818 1607.207000 1.952999 1.989450 0.077067 10
   819 1609.080000 1.949506 1.983074 0.083619 10
   820 1610.965000 1.955088 2.062429 0.089199 10
   821 1612.874000 1.949683 2.053633 0.074792 10
   822 1614.820000 1.947404 2.037137 0.073709 10
   823 1616.830000 1.952743 2.037019 0.078891 10
   824 1618.727000 1.949104 2.134700 0.077313 10
   825 1620.695000 1.955897 2.105110 0.083534 10
   826 1622.706000 1.947172 2.095716 0.080715 10
   827 1624.626000 1.944031 2.101659 0.083644 10
   828 1626.479000 1.949115 2.167687 0.094326 10
   829 1628.497000 1.938768 2.268426 0.095184 10
   830 1630.532000 1.940367 2.314478 0.099117 10
   831 1632.526000 1.928024 2.283612 0.100409 10
   832 1634.562000 1.929355 2.250131 0.100530 10
   833 1636.521000 1.935681 2.212251 0.106280 10
   834 1638.560000 1.936727 2.198816 0.096777 10
   835 1640.498000 1.943446 2.256537 0.098208 10
   836 1642.526000 1.937687 2.356931 0.097539 10
   837 1644.526000 1.933290 2.331178 0.093388 10
   838 1646.592000 1.935381 2.336422 0.093340 10
   839 1648.744000 1.936478 2.115598 0.089332 10
   840 1650.730000 1.940851 2.053011 0.081448 10
   841 1652.606000 1.945671 2.094748 0.090622 10
   842 1654.557000 1.950718 2.126616 0.084770 10
   843 1656.582000 1.962439 2.160848 0.077612 10
   844 1658.555000 1.966662 2.171247 0.073758 10
   845 1660.423000 1.967977 2.159873 0.076966 10
   846 1662.429000 1.963805 2.071323 0.074814 10
   847 1664.385000 1.964443 2.005757 0.075828 10
   848 1666.267000 1.967508 1.983560 0.078469 10
   849 1668.063000 1.965183 2.129257 0.091285 10
   850 1669.926000 1.960385 2.152909 0.085964 10
   851 1671.936000 1.961356 2.139819 0.090909 10
   852 1673.945000 1.965466 2.057005 0.082391 10
   853 1675.932000 1.959311 2.100744 0.082589 10
   854 1677.919000 1.952501 2.132838 0.077166 10
   855 1679.879000 1.959793 2.109177 0.085957 10
   856 1681.780000 1.957899 2.091820 0.096948 10
   857 1683.660000 1.954776 2.197118 0.094563 10
   858 1685.673000 1.945248 2.152185 0.099747 10
   859 1687.496000 1.945800 2.303219 0.102572 10
   860 1689.517000 1.950889 2.291166 0.107179 10
   861 1691.465000 1.955624 2.277134 0.104329 10
   862 1693.505000 1.957810 2.055502 0.084555 10
   863 1695.416000 1.959696 2.165490 0.083560 10
   864 1697.387000 1.971486 2.120985 0.084550 10
   865 1699.397000 1.982076 2.086417 0.087983 10
   866 1701.314000 1.985423 2.126064 0.088913 10
   867 1703.329000 1.979119 2.122897 0.081873 10
   868 1705.266000 1.977519 2.143097 0.085796 10
   869 1707.297000 1.971288 2.071628 0.079738 10
   870 1709.280000 1.982423 2.008139 0.075276 10
   871 1711.200000 1.979040 2.159297 0.082880 10
   872 1713.148000 1.984208 2.330905 0.088995 10
   873 1715.155000 1.980354 2.275379 0.089958 10
   874 1717.112000 1.987949 2.276809 0.095428 10
   875 1719.135000 1.985274 2.147236 0.092008 10
   876 1721.064000 1.987904 2.242800 0.079229 10
   877 1723.057000 1.985760 2.301457 0.094932 10
   878 1724.989000 1.980225 2.476692 0.099843 10
   879 1726.947000 1.982784 2.408012 0.112447 10
   880 1728.979000 1.975218 2.236373 0.114510 10
   881 1730.944000 1.968464 2.132034 0.098012 10
   882 1732.946000 1.973777 2.094058 0.099093 10
   883 1734.885000 1.958199 2.087171 0.090544 10
   884 1736.799000 1.952571 2.115148 0.083729 10
   885 1738.711000 1.949207 2.203866 0.086051 10
   886 1740.681000 1.953831 2.232777 0.096808 10
   887 1742.661000 1.958342 2.221089 0.092095 10
   888 1744.677000 1.961517 2.151343 0.082095 10
   889 1746.572000 1.970208 2.308636 0.096337 10
   890 1748.611000 1.984648 2.348335 0.094239 10
   891 1750.632000 1.995111 2.315969 0.106860 10
   892 1752.691000 1.995392 2.177844 0.085475 10
   893 1754.707000 1.999885 2.025724 0.074206 10
   894 1756.572000 2.000645 1.976128 0.074286 10
   895 1758.437000 1.992612 1.980676 0.075010 10
   896 1760.323000 1.999496 2.052243 0.083991 10
   897 1762.212000 2.005672 2.095605 0.079521 10
   898 1764.204000 2.000744 2.125415 0.074563 10
   899 1766.098000 1.999505 2.277341 0.075205 10
   900 1768.173000 1.993153 2.151557 0.087311 10
   901 1770.240000 1.987528 2.176115 0.089008 10
   902 1772.184000 1.986913 2.153722 0.095509 10
   903 1774.143000 1.982172 2.120033 0.087187 10
   904 1776.084000 1.986785 2.126796 0.090973 10
   905 1777.973000 1.985951 2.234187 0.093555 10
   906 1780.022000 1.992619 2.171327 0.084467 10
   907 1781.993000 1.992733 2.333270 0.085820 10
   908 1783.995000 1.996472 2.252126 0.093465 10
   909 1785.990000 2.009672 2.249649 0.101079 10
   910 1787.987000 2.010207 2.094174 0.110414 10
   911 1789.872000 2.007112 2.057860 0.090878 10
   912 1791.863000 2.011917 2.002055 0.077504 10
   913 1793.745000 2.007111 2.085142 0.082943 10
   914 1795.628000 2.002653 2.259509 0.087330 10
   915 1797.639000 2.008713 2.210857 0.091398 10
   916 1799.669000 2.001168 2.161472 0.091494 10
   917 1801.618000 1.999579 2.107817 0.095659 10
   918 1803.596000 2.003602 2.152623 0.096159 10
   919 1805.601000 1.996839 2.111999 0.087280 10
   920 1807.539000 2.000514 2.093252 0.079213 10
   921 1809.442000 2.009117 2.095747 0.079509 10
   922 1811.382000 2.016939 2.122954 0.081331 10
   923 1813.339000 2.026411 2.151103 0.080582 10
   924 1815.319000 2.024806 2.051578 0.083734 10
   925 1817.259000 2.021891 2.059731 0.080592 10
   926 1819.145000 2.027577 2.170806 0.084309 10
   927 1821.073000 2.028114 2.202464 0.089299 10
   928 1823.074000 2.040022 2.216411 0.092164 10
   929 1825.099000 2.039817 2.138767 0.092571 10
   930 1827.065000 2.043936 2.085779 0.091034 10
   931 1828.900000 2.052858 2.280563 0.093993 10
   932 1830.950000 2.057561 2.244620 0.093034 10
   933 1833.013000 2.046909 2.276879 0.099632 10
   934 1834.999000 2.044133 2.312451 0.096309 10
   935 1837.006000 2.046515 2.258087 0.087331 10
   936 1839.012000 2.051944 2.191076 0.086468 10
   937 1841.008000 2.051130 2.139807 0.097599 10
   938 1843.032000 2.056963 2.021523 0.090445 10
   939 1844.932000 2.064533 2.111220 0.092701 10
   940 1846.877000 2.070218 2.116130 0.090871 10
   941 1848.832000 2.069058 2.297626 0.100590 10
   942 1850.806000 2.080296 2.398596 0.106635 10
   943 1852.845000 2.090139 2.241050 0.102651 10
   944 1854.841000 2.091632 2.314774 0.108158 10
   945 1856.820000 2.094248 2.305453 0.108753 10
   946 1858.793000 2.086638 2.255207 0.095152 10
   947 1860.774000 2.099481 2.243168 0.093787 10
   948 1862.704000 2.087336 2.222937 0.101143 10
   949 1864.699000 2.085428 2.320731 0.100930 10
   950 1866.715000 2.091552 2.348760 0.100334 10
   951 1868.774000 2.094260 2.299045 0.093029 10
   952 1870.708000 2.100190 2.431177 0.107543 10
   953 1872.750000 2.090932 2.421017 0.103215 10
   954 1874.897000 2.086874 2.308356 0.090151 10
   955 1876.921000 2.090218 2.168129 0.091669 10
   956 1878.983000 2.082754 2.047882 0.081679 10
   957 1880.831000 2.080726 2.103003 0.091744 10
   958 1882.674000 2.080999 2.278145 0.096748 10
   959 1884.700000 2.080317 2.140497 0.090580 10
   960 1886.656000 2.089719 2.040928 0.090376 10
   961 1888.580000 2.086297 2.135002 0.088110 10
   962 1890.477000 2.081043 2.205094 0.092750 10
   963 1892.422000 2.087550 2.285079 0.093723 10
   964 1894.471000 2.094812 2.223725 0.074573 10
   965 1896.379000 2.088994 2.284417 0.084980 10
   966 1898.364000 2.087351 2.358603 0.100604 10
   967 1900.454000 2.095941 2.234853 0.085707 10
   968 1902.438000 2.096825 2.204732 0.076710 10
   969 1904.336000 2.099968 2.219643 0.090430 10
   970 1906.258000 2.101995 2.235691 0.085345 10
   971 1908.271000 2.107280 2.206230 0.082868 10
   972 1910.317000 2.098885 2.097270 0.085361 10
   973 1912.251000 2.101822 2.171694 0.093087 10
   974 1914.247000 2.112704 2.123004 0.082422 10
   975 1916.124000 2.108924 2.154599 0.086088 10
   976 1918.175000 2.115041 2.150264 0.083271 10
   977 1920.068000 2.115539 2.216096 0.088610 10
   978 1921.962000 2.118509 2.334240 0.093966 10
   979 1923.919000 2.129958 2.213133 0.088486 10
   980 1925.915000 2.135468 2.178673 0.086869 10
   981 1927.876000 2.133548 2.196025 0.086764 10
   982 1929.877000 2.129985 2.241883 0.093898 10
   983 1931.901000 2.118282 2.100056 0.096088 10
   984 1933.782000 2.123386 2.126131 0.102502 10
   985 1935.714000 2.123981 2.063331 0.091820 10
   986 1937.640000 2.123646 2.070564 0.077314 10
   987 1939.544000 2.120360 2.259792 0.095163 10
   988 1941.545000 2.116378 2.304097 0.101933 10
   989 1943.584000 2.114995 2.275254 0.107263 10
   990 1945.625000 2.120497 2.158826 0.094803 10
   991 1947.533000 2.125764 2.158801 0.085875 10
   992 1949.527000 2.121515 2.129915 0.086758 10
   993 1951.362000 2.120731 2.326377 0.099522 10
   994 1953.400000 2.127061 2.199695 0.083057 10
   995 1955.319000 2.132363 2.139062 0.085358 10
   996 1957.314000 2.126741 2.097816 0.077131 10
   997 1959.259000 2.140186 2.181136 0.077404 10
   998 1961.145000 2.149007 2.281432 0.084934 10
   999 1963.182000 2.151721 2.192327 0.092992 10
